strUC,strSciName,strComName,iucnID,iucnSci,iucnCom,iucnCat,iucnTnd,SciMatch,ComMatch,JointMatch
bCALTx,Pipilo crissalis,California Towhee,22721323,Melozone crissalis,California Towhee,LC,decreasing,non-match,match,non-matchmatch
bCANTx,Pipilo fuscus,Canyon Towhee,22721331,Melozone fusca,Canyon Towhee,LC,stable,non-match,match,non-matchmatch
bCASPx,Aimophila cassinii,Cassin's Sparrow,22721272,Peucaea cassinii,Cassin's Sparrow,LC,decreasing,non-match,match,non-matchmatch
bCAWAx,Wilsonia canadensis,Canada Warbler,22721882,Cardellina canadensis,Canada Warbler,LC,decreasing,non-match,match,non-matchmatch
bCERWx,Dendroica cerulea,Cerulean Warbler,22721740,Setophaga cerulea,Cerulean Warbler,VU,decreasing,non-match,match,non-matchmatch
bCITEx,Anas cyanoptera,Cinnamon Teal,22680233,Spatula cyanoptera,Cinnamon Teal,LC,decreasing,non-match,match,non-matchmatch
bCLRAx,Rallus longirostris,Clapper Rail,62155296,Rallus crepitans,Clapper Rail,LC,decreasing,non-match,match,non-matchmatch
bCMWAx,Dendroica tigrina,Cape May Warbler,22721670,Setophaga tigrina,Cape May Warbler,LC,stable,non-match,match,non-matchmatch
bCOLWx,Vermivora crissalis,Colima Warbler,22721633,Leiothlypis crissalis,Colima Warbler,LC,decreasing,non-match,match,non-matchmatch
bCSWAx,Dendroica pensylvanica,Chestnut-sided Warbler,22721664,Setophaga pensylvanica,Chestnut-sided Warbler,LC,decreasing,non-match,match,non-matchmatch
bCWWIx,Caprimulgus carolinensis,Chuck-will's-widow,22689778,Antrostomus carolinensis,Chuck-will's-widow,NT,decreasing,non-match,match,non-matchmatch
bDCCOx,Phalacrocorax auritus,Double-crested Cormorant,22696776,Nannopterum auritus,Double-crested Cormorant,LC,increasing,non-match,match,non-matchmatch
bDOWOx,Picoides pubescens,Downy Woodpecker,22681155,Dryobates pubescens,Downy Woodpecker,LC,stable,non-match,match,non-matchmatch
bEUWIx,Anas penelope,Eurasian Wigeon,22680157,Mareca penelope,Eurasian Wigeon,LC,decreasing,non-match,match,non-matchmatch
bEVGRx,Coccothraustes vespertinus,Evening Grosbeak,22720702,Hesperiphona vespertina,Evening Grosbeak,VU,decreasing,non-match,match,non-matchmatch
bFLOWx,Otus flammeolus,Flammulated Owl,22688637,Psiloscops flammeolus,Flammulated Owl,LC,decreasing,non-match,match,non-matchmatch
bFRGUx,Leucophaeus pipixcan,Franklin's Gull,22694462,Larus pipixcan,Franklin's Gull,LC,increasing,non-match,match,non-matchmatch
bFSSPx,Aimophila quinquestriata,Five-striped Sparrow,22721200,Amphispiza quinquestriata,Five-striped Sparrow,LC,stable,non-match,match,non-matchmatch
bFTSPx,Oceanodroma furcata,Fork-tailed Storm-petrel,22698572,Hydrobates furcatus,Fork-tailed Storm-petrel,LC,increasing,non-match,match,non-matchmatch
bGADWx,Anas strepera,Gadwall,22680149,Mareca strepera,Gadwall,LC,increasing,non-match,match,non-matchmatch
bGCWAx,Dendroica chrysoparia,Golden-cheeked Warbler,22721692,Setophaga chrysoparia,Golden-cheeked Warbler,EN,decreasing,non-match,match,non-matchmatch
bGRWAx,Dendroica graciae,Grace's Warbler,22721708,Setophaga graciae,Grace's Warbler,LC,decreasing,non-match,match,non-matchmatch
bHAWOx,Picoides villosus,Hairy Woodpecker,22681166,Leuconotopicus villosus,Hairy Woodpecker,LC,increasing,non-match,match,non-matchmatch
bHESPx,Ammodramus henslowii,Henslow's Sparrow,22721138,Passerculus henslowii,Henslow's Sparrow,LC,increasing,non-match,match,non-matchmatch
bHETAx,Piranga flava,Hepatic Tanager,103811627,Piranga hepatica,Hepatic Tanager,LC,increasing,non-match,match,non-matchmatch
bHEWAx,Dendroica occidentalis,Hermit Warbler,22721686,Setophaga occidentalis,Hermit Warbler,LC,stable,non-match,match,non-matchmatch
bHOFIx,Carpodacus mexicanus,House Finch,22720563,Haemorhous mexicanus,House Finch,LC,increasing,non-match,match,non-matchmatch
bHOWAx,Wilsonia citrina,Hooded Warbler,22721876,Setophaga citrina,Hooded Warbler,LC,increasing,non-match,match,non-matchmatch
bKEWAx,Oporornis formosus,Kentucky Warbler,22721812,Geothlypis formosa,Kentucky Warbler,LC,decreasing,non-match,match,non-matchmatch
bKIWAx,Dendroica kirtlandii,Kirtland's Warbler,22721722,Setophaga kirtlandii,Kirtland's Warbler,NT,increasing,non-match,match,non-matchmatch
bLAGOx,Carduelis lawrencei,Lawrence's Goldfinch,22720413,Spinus lawrencei,Lawrence's Goldfinch,LC,decreasing,non-match,match,non-matchmatch
bLAGUx,Leucophaeus atricilla,Laughing Gull,22694455,Larus atricilla,Laughing Gull,LC,increasing,non-match,match,non-matchmatch
bLBWOx,Picoides scalaris,Ladder-backed Woodpecker,22681152,Dryobates scalaris,Ladder-backed Woodpecker,LC,stable,non-match,match,non-matchmatch
bLCSPx,Ammodramus leconteii,Le Conte's Sparrow,22721135,Ammospiza leconteii,Le Conte's Sparrow,LC,decreasing,non-match,match,non-matchmatch
bLEGOx,Carduelis psaltria,Lesser Goldfinch,22720410,Spinus psaltria,Lesser Goldfinch,LC,decreasing,non-match,match,non-matchmatch
bLESPx,Oceanodroma leucorhoa,Leach's Storm-petrel,132438298,Hydrobates leucorhous,Leach's Storm-petrel,VU,decreasing,non-match,match,non-matchmatch
bLOWAx,Seiurus motacilla,Louisiana Waterthrush,22721803,Parkesia motacilla,Louisiana Waterthrush,LC,increasing,non-match,match,non-matchmatch
bLUWAx,Vermivora luciae,Lucy's Warbler,22721636,Leiothlypis luciae,Lucy's Warbler,LC,stable,non-match,match,non-matchmatch
bMAWAx,Dendroica magnolia,Magnolia Warbler,22721667,Setophaga magnolia,Magnolia Warbler,LC,increasing,non-match,match,non-matchmatch
bMCLOx,Calcarius mccownii,Mccown's Longspur,22721025,Rhynchophanes mccownii,McCown's Longspur,LC,decreasing,non-match,match,non-matchmatch
bMEJAx,Aphelocoma ultramarina,Mexican Jay,22724967,Aphelocoma wollweberi,Mexican Jay,LC,decreasing,non-match,match,non-matchmatch
bMGWAx,Oporornis tolmiei,Macgillivray's Warbler,22721830,Geothlypis tolmiei,MacGillivray's Warbler,LC,decreasing,non-match,match,non-matchmatch
bMOWAx,Oporornis philadelphia,Mourning Warbler,22721824,Geothlypis philadelphia,Mourning Warbler,LC,decreasing,non-match,match,non-matchmatch
bNAWAx,Vermivora ruficapilla,Nashville Warbler,22721627,Leiothlypis ruficapilla,Nashville Warbler,LC,increasing,non-match,match,non-matchmatch
bNOHAx,Circus cyaneus,Northern Harrier,22727740,Circus hudsonius,Northern Harrier,LC,decreasing,non-match,match,non-matchmatch
bNOPAx,Parula americana,Northern Parula,22721639,Setophaga americana,Northern Parula,LC,increasing,non-match,match,non-matchmatch
bNOPOx,Glaucidium gnoma,Northern Pygmy-owl,61791401,Glaucidium californicum,Northern Pygmy-owl,LC,increasing,non-match,match,non-matchmatch
bNOWAx,Seiurus noveboracensis,Northern Waterthrush,22721793,Parkesia noveboracensis,Northern Waterthrush,LC,stable,non-match,match,non-matchmatch
bNSHOx,Anas clypeata,Northern Shoveler,22680247,Spatula clypeata,Northern Shoveler,LC,decreasing,non-match,match,non-matchmatch
bNUWOx,Picoides nuttallii,Nuttall's Woodpecker,22681149,Dryobates nuttallii,Nuttall's Woodpecker,LC,increasing,non-match,match,non-matchmatch
bOCWAx,Vermivora celata,Orange-crowned Warbler,22721624,Leiothlypis celata,Orange-crowned Warbler,LC,increasing,non-match,match,non-matchmatch
bPAWAx,Dendroica palmarum,Palm Warbler,22721731,Setophaga palmarum,Palm Warbler,LC,increasing,non-match,match,non-matchmatch
bPECOx,Phalacrocorax pelagicus,Pelagic Cormorant,22728950,Urile pelagicus,Pelagic Cormorant,LC,decreasing,non-match,match,non-matchmatch
bPISIx,Carduelis pinus,Pine Siskin,22720359,Spinus pinus,Pine Siskin,LC,stable,non-match,match,non-matchmatch
bPIWAx,Dendroica pinus,Pine Warbler,22721719,Setophaga pinus,Pine Warbler,LC,increasing,non-match,match,non-matchmatch
bPIWOx,Dryocopus pileatus,Pileated Woodpecker,22681363,Hylatomus pileatus,Pileated Woodpecker,LC,increasing,non-match,match,non-matchmatch
bPRAWx,Dendroica discolor,Prairie Warbler,22721725,Setophaga discolor,Prairie Warbler,LC,decreasing,non-match,match,non-matchmatch
bPUFIx,Carpodacus purpureus,Purple Finch,22720553,Haemorhous purpureus,Purple Finch,LC,decreasing,non-match,match,non-matchmatch
bPUGAx,Porphyrio martinica,Purple Gallinule,22692827,Porphyrio martinicus,Purple Gallinule,LC,decreasing,non-match,match,non-matchmatch
bRCWOx,Picoides borealis,Red-cockaded Woodpecker,22681158,Leuconotopicus borealis,Red-cockaded Woodpecker,NT,decreasing,non-match,match,non-matchmatch
bROGOx,Chen rossii,Ross's Goose,22679909,Anser rossii,Ross's Goose,LC,increasing,non-match,match,non-matchmatch
bRWSPx,Aimophila carpalis,Rufous-winged Sparrow,22721280,Peucaea carpalis,Rufous-winged Sparrow,LC,stable,non-match,match,non-matchmatch
bSACRx,Grus canadensis,Sandhill Crane,22692078,Antigone canadensis,Sandhill Crane,LC,increasing,non-match,match,non-matchmatch
bSESPx,Ammodramus maritimus,Seaside Sparrow,22721123,Ammospiza maritima,Seaside Sparrow,LC,decreasing,non-match,match,non-matchmatch
bSEWRx,Cistothorus platensis,Sedge Wren,103887005,Cistothorus stellaris,Sedge Wren,LC,increasing,non-match,match,non-matchmatch
bSNGOx,Chen caerulescens,Snow Goose,22679896,Anser caerulescens,Snow Goose,LC,increasing,non-match,match,non-matchmatch
bSURFx,Aphriza virgata,Surfbird,22693356,Calidris virgata,Surfbird,LC,decreasing,non-match,match,non-matchmatch
bSWTHx,Catharus ustulatus,Swainson's Thrush,103881981,Catharus swainsoni,Swainson's Thrush,LC,unknown,non-match,match,non-matchmatch
bTEWAx,Vermivora peregrina,Tennessee Warbler,22721621,Leiothlypis peregrina,Tennessee Warbler,LC,stable,non-match,match,non-matchmatch
bTOWAx,Dendroica townsendi,Townsend's Warbler,22721683,Setophaga townsendi,Townsend's Warbler,LC,stable,non-match,match,non-matchmatch
bTRPAx,Parula pitiayumi,Tropical Parula,103798640,Setophaga pitiayumi,Tropical Parula,LC,increasing,non-match,match,non-matchmatch
bVIWAx,Vermivora virginiae,Virginia's Warbler,22721630,Leiothlypis virginiae,Virginia's Warbler,LC,decreasing,non-match,match,non-matchmatch
bWCSEx,Sporophila torqueola,White-collared Seedeater,22731776,Sporophila morelleti,White-collared Seedeater,LC,increasing,non-match,match,non-matchmatch
bWHWOx,Picoides albolarvatus,White-headed Woodpecker,22681169,Leuconotopicus albolarvatus,White-headed Woodpecker,LC,stable,non-match,match,non-matchmatch
bWIPHx,Phalaropus tricolor,Wilson's Phalarope,22693472,Steganopus tricolor,Wilson's Phalarope,LC,increasing,non-match,match,non-matchmatch
bWIWAx,Wilsonia pusilla,Wilson's Warbler,22721879,Cardellina pusilla,Wilson's Warbler,LC,decreasing,non-match,match,non-matchmatch
bWIWRx,Troglodytes troglodytes,Winter Wren,103885731,Troglodytes hiemalis,Winter Wren,LC,unknown,non-match,match,non-matchmatch
bWTHAx,Buteo albicaudatus,White-tailed Hawk,22695906,Geranoaetus albicaudatus,White-tailed Hawk,LC,increasing,non-match,match,non-matchmatch
bWWSCx,Melanitta fusca,White-winged Scoter,22734194,Melanitta deglandi,White-winged Scoter,LC,decreasing,non-match,match,non-matchmatch
bYBMAx,Pica nuttalli,Yellow-billed Magpie,22705874,Pica nutalli,Yellow-billed Magpie,VU,stable,non-match,match,non-matchmatch
bYTWAx,Dendroica dominica,Yellow-throated Warbler,22724793,Setophaga dominica,Yellow-throated Warbler,LC,increasing,non-match,match,non-matchmatch
mALCHx,Tamias alpinus,Alpine Chipmunk,42568,Neotamias alpinus,Alpine Chipmunk,LC,stable,non-match,match,non-matchmatch
mCFCHx,Tamias obscurus,California Chipmunk,21359,Neotamias obscurus,California Chipmunk,LC,stable,non-match,match,non-matchmatch
mCOCHx,Tamias quadrivittatus,Colorado Chipmunk,42576,Neotamias quadrivittatus,Colorado Chipmunk,LC,stable,non-match,match,non-matchmatch
mEAPIx,Pipistrellus subflavus,Eastern Pipistrelle,17366,Perimyotis subflavus,Eastern Pipistrelle,VU,decreasing,non-match,match,non-matchmatch
mGBPMx,Perognathus parvus,Great Basin Pocket Mouse,16637,Perognathus merriami,Great Basin Pocket Mouse,LC,stable,non-match,match,non-matchmatch
mGCCHx,Tamias cinereicollis,Gray-collared Chipmunk,42570,Neotamias cinereicollis,Gray-collared Chipmunk,LC,stable,non-match,match,non-matchmatch
mGFCHx,Tamias canipes,Gray-footed Chipmunk,21364,Neotamias canipes,Gray-footed Chipmunk,LC,stable,non-match,match,non-matchmatch
mHOCHx,Tamias rufus,Hopi Chipmunk,42578,Neotamias rufus,Hopi Chipmunk,LC,stable,non-match,match,non-matchmatch
mJAGDx,Puma yagouarondi,Jaguarundi,9948,Herpailurus yagouaroundi,Jaguarundi,LC,decreasing,non-match,match,non-matchmatch
mLECHx,Tamias minimus,Least Chipmunk,42572,Neotamias minimus,Least Chipmunk,LC,stable,non-match,match,non-matchmatch
mLOCHx,Tamias speciosus,Lodgepole Chipmunk,42582,Neotamias speciosus,Lodgepole Chipmunk,LC,stable,non-match,match,non-matchmatch
mLOECx,Tamias quadrimaculatus,Long-eared Chipmunk,42575,Neotamias quadrimaculatus,Long-eared Chipmunk,LC,stable,non-match,match,non-matchmatch
mMMCHx,Tamias merriami,Merriam's Chipmunk,21358,Neotamias merriami,Merriam's Chipmunk,LC,stable,non-match,match,non-matchmatch
mMOOSx,Alces americanus,Moose,56003281,Alces alces,Moose,LC,increasing,non-match,match,non-matchmatch
mMSPMx,Liomys irroratus,Mexican Spiny Pocket Mouse,12074,Heteromys irroratus,Mexican Spiny Pocket Mouse,LC,stable,non-match,match,non-matchmatch
mNAPOx,Erethizon dorsata,North American Porcupine,8004,Erethizon dorsatum,North American Porcupine,LC,stable,non-match,match,non-matchmatch
mPACHx,Tamias palmeri,Palmer's Chipmunk,21355,Neotamias palmeri,Palmer's Chipmunk,EN,decreasing,non-match,match,non-matchmatch
mPNCHx,Tamias panamintinus,Panamint Chipmunk,42574,Neotamias panamintinus,Panamint Chipmunk,LC,stable,non-match,match,non-matchmatch
mRTCHx,Tamias ruficaudus,Red-tailed Chipmunk,42577,Neotamias ruficaudus,Red-tailed Chipmunk,LC,stable,non-match,match,non-matchmatch
mSHCHx,Tamias senex,Shadow Chipmunk,42579,Neotamias senex,Shadow Chipmunk,LC,stable,non-match,match,non-matchmatch
mSICHx,Tamias siskiyou,Siskiyou Chipmunk,42580,Neotamias siskiyou,Siskiyou Chipmunk,LC,stable,non-match,match,non-matchmatch
mSOCHx,Tamias sonomae,Sonoma Chipmunk,42581,Neotamias sonomae,Sonoma Chipmunk,LC,stable,non-match,match,non-matchmatch
mTOCHx,Tamias townsendii,Townsend's Chipmunk,42584,Neotamias townsendii,Townsend's Chipmunk,LC,stable,non-match,match,non-matchmatch
mUICHx,Tamias umbrinus,Uinta Chipmunk,42585,Neotamias umbrinus,Uinta Chipmunk,LC,stable,non-match,match,non-matchmatch
mWEPMx,Perognathus alticolus,White-eared Pocket Mouse,16631,Perognathus alticola,White-eared Pocket Mouse,VU,decreasing,non-match,match,non-matchmatch
mYCCHx,Tamias ochrogenys,Yellow-cheeked Chipmunk,42573,Neotamias ochrogenys,Yellow-cheeked Chipmunk,LC,stable,non-match,match,non-matchmatch
mYPCHx,Tamias amoenus,Yellow-pine Chipmunk,42569,Neotamias amoenus,Yellow-pine Chipmunk,LC,stable,non-match,match,non-matchmatch
rLNLLx,Gambelia wislizenii,Long-nosed Leopard Lizard,64014,Gambelia copeii,Long-nosed Leopard Lizard,LC,decreasing,non-match,match,non-matchmatch
rPLTGx,Phyllodactylus nocticolus,Peninsular Leaf-toed Gecko,64051,Phyllodactylus xanti,Peninsular Leaf-toed Gecko,LC,stable,non-match,match,non-matchmatch
rSCSNx,Regina alleni,Striped Crayfish Snake,63884,Liodytes alleni,Striped Crayfish Snake,LC,stable,non-match,match,non-matchmatch
rSCWHx,Coluber schotti,Schott's Whipsnake,63848,Masticophis schotti,Schott's Whipsnake,LC,stable,non-match,match,non-matchmatch
rSOWHx,Coluber bilineatus,Sonoran Whipsnake,63847,Masticophis bilineatus,Sonoran Whipsnake,LC,stable,non-match,match,non-matchmatch
rSTWHx,Coluber taeniatus,Striped Whipsnake,63850,Masticophis taeniatus,Striped Whipsnake,LC,stable,non-match,match,non-matchmatch
rTXTHx,Leptotyphlops dulcis,Texas Threadsnake,64057,Rena dulcis,Texas Threadsnake,LC,unknown,non-match,match,non-matchmatch
aAZTRx,Hyla wrightorum,Arizona Treefrog,55696,Dryophytes wrightorum,Wright's Mountain Treefrog,LC,stable,non-match,non-match,non-matchnon-match
aGRTRx,Hyla cinerea,Green Treefrog,55449,Dryophytes cinereus,American Green Treefrog,LC,stable,non-match,non-match,non-matchnon-match
aPWTRx,Hyla femoralis,Pine Woods Treefrog,55481,Dryophytes femoralis,Pine Wood Treefrog,LC,stable,non-match,non-match,non-matchnon-match
bATTWx,Picoides dorsalis,American Three-toed Woodpecker,22727137,Picoides tridactylus,Three-toed Woodpecker,LC,stable,non-match,non-match,non-matchnon-match
bBLOYx,Haematopus bachmani,Black Oystercatcher,62015238,Haematopus ater,Blackish Oystercatcher,LC,unknown,non-match,non-match,non-matchnon-match
bBNSTx,Himantopus mexicanus,Black-necked Stilt,22727969,Himantopus himantopus,Black-winged Stilt,LC,increasing,non-match,non-match,non-matchnon-match
bBTYWx,Dendroica nigrescens,Black-throated Gray Warbler,22721679,Setophaga nigrescens,Black-throated Grey Warbler,LC,stable,non-match,non-match,non-matchnon-match
bCOREx,Carduelis flammea,Common Redpoll,22725044,Acanthis flammea,Redpoll,LC,decreasing,non-match,non-match,non-matchnon-match
bGRHEx,Butorides virescens,Green Heron,22728182,Butorides striata,Green-backed Heron,LC,decreasing,non-match,non-match,non-matchnon-match
bISSJx,Aphelocoma insularis,Island Scrub-jay,103727785,Aphelocoma californica,Western Scrub-jay,LC,stable,non-match,non-match,non-matchnon-match
bNECOx,Phalacrocorax brasilianus,Neotropic Cormorant,22696773,Nannopterum brasilianus,Neotropical Cormorant,LC,increasing,non-match,non-match,non-matchnon-match
bNSTSx,Ammodramus nelsoni,Nelson's Sharp-tailed Sparrow,22728393,Ammospiza nelsoni,Nelson's Sparrow,LC,stable,non-match,non-match,non-matchnon-match
bSAGSx,Amphispiza belli,Sage Sparrow,103780166,Artemisiospiza nevadensis,Sagebrush Sparrow,LC,decreasing,non-match,non-match,non-matchnon-match
bSPDOx,Streptopelia chinensis,Spotted Dove,60482887,Spilopelia chinensis,Eastern Spotted Dove,LC,increasing,non-match,non-match,non-matchnon-match
bSSTSx,Ammodramus caudacutus,Saltmarsh Sharp-tailed Sparrow,22721129,Ammospiza caudacuta,Saltmarsh Sparrow,EN,decreasing,non-match,non-match,non-matchnon-match
bTHGUx,Larus thayeri,Thayer's Gull,22729877,Larus glaucoides,Iceland Gull,LC,stable,non-match,non-match,non-matchnon-match
bWPWIx,Caprimulgus vociferus,Whip-poor-will,22736393,Antrostomus vociferus,Eastern Whip-poor-will,NT,decreasing,non-match,non-match,non-matchnon-match
bYRWAx,Dendroica coronata,Yellow-rumped Warbler,103798425,Setophaga coronata,Myrtle Warbler,LC,unknown,non-match,non-match,non-matchnon-match
bYWARx,Dendroica petechia,Yellow Warbler,22721657,Setophaga petechia,American Yellow Warbler,LC,stable,non-match,non-match,non-matchnon-match
mCLCHx,Tamias dorsalis,Cliff Chipmunk,42571,Neotamias dorsalis,Gray-collared Chipmunk,LC,stable,non-match,non-match,non-matchnon-match
mELK1x,Cervus elaphus,Elk,56003281,Alces alces,Moose,LC,increasing,non-match,non-match,non-matchnon-match
mMGVOx,Microtus mogollonensis,Mogollon Vole,13443,Microtus mexicanus,Mexican Vole,LC,unknown,non-match,non-match,non-matchnon-match
mMLNBx,Leptonycteris nivalis,Mexican Long-nosed Bat,4776,Choeronycteris mexicana,Mexican Long-tongued Bat,NT,unknown,non-match,non-match,non-matchnon-match
rBHLIx,Phrynosoma blainvillii,Blainville's Horned Lizard,64073,Phrynosoma coronatum,Blainville Horned Lizard,LC,decreasing,non-match,non-match,non-matchnon-match
rBLSSx,Seminatrix pygaea,Black Swampsnake,63916,Liodytes pygaea,Black Swamp Snake,LC,stable,non-match,non-match,non-matchnon-match
rEARAx,Pantherophis alleghaniensis,Eastern Ratsnake,63864,Pantherophis obsoletus,Western Ratsnake,LC,stable,non-match,non-match,non-matchnon-match
rGCRSx,Regina rigida,Glossy Crayfish Snake,63886,Liodytes rigida,Crayfish Snake,LC,stable,non-match,non-match,non-matchnon-match
rGRRAx,Pantherophis spiloides,Gray Ratsnake,63864,Pantherophis obsoletus,Western Ratsnake,LC,stable,non-match,non-match,non-matchnon-match
rNMTHx,Leptotyphlops dissectus,New Mexico Threadsnake,64056,Rena dissecta,New Mexico Bland Snake,LC,stable,non-match,non-match,non-matchnon-match
