gapSppCode,gapComName,gapSciName,iucnTaxonID,iucnComName,iucnSciName,originUS,RedListStatus,PopulationTrend,iucnTrend,hucCount,meanPercUse,habBreadth,L2endemic,spp10p,Endemic,Group,Subgroup,potRare,Spp,totalSppPix,SppProt,SppPercProt
rARBCx,Alabama Red-bellied Cooter,Pseudemys alabamensis,18458.0,Alabama Red-bellied Cooter,Pseudemys alabamensis,Native,EN,,1,50,3.389548054940671,1,0,1,1,H,DD,1,rARBCx,220692,16964,8
rASTUx,Alligator Snapping Turtle,Macrochelys temminckii,12589.0,Alligator Snapping Turtle,Macrochelys temminckii,Native,VU,,1,9837,6.072364904861575,1,0,0,0,F,DD,1,rASTUx,71353881,8127379,11
rASWHx,Arizona Striped Whiptail,Aspidoscelis arizonae,64249.0,Arizona Striped Whiptail,Aspidoscelis arizonae,Native,NT,stable,0,236,16.90946892228509,0,1,0,1,B,TR,1,rASWHx,4638593,236022,5
rAZTUx,Arizona Mud Turtle,Kinosternon arizonense,63666.0,Arizona Mud Turtle,Kinosternon arizonense,Native,LC,stable,0,83,0.09980900518312608,1,0,1,1,E,TR,1,rAZTUx,8086,1534,19
rBARAx,Baird's Ratsnake,Pantherophis bairdi,63860.0,Baird's Rat Snake,Pantherophis bairdi,Native,LC,stable,0,1054,73.2093460560065,0,0,0,0,A,A,0,rBARAx,92639693,4971086,5
rBCBLx,Baja California Brush Lizard,Urosaurus nigricaudus,64173.0,Baja California Brush Lizard,Urosaurus nigricaudus,Native,LC,stable,0,100,52.39226847923275,0,0,0,0,A,A,0,rBCBLx,4950205,2853612,58
rBCCLx,Baja California Collared Lizard,Crotaphytus vestigium,64013.0,Baja California Collared Lizard,Crotaphytus vestigium,Native,LC,stable,0,271,42.31013440630097,0,1,0,1,B,TR,1,rBCCLx,11170581,4380450,39
rBCCOx,Baja California Coachwhip,Coluber fuliginosus,62235.0,San Joaquin Coachwhip,Masticophis flagellum,Native,LC,stable,0,66,44.298705126980906,0,0,0,0,A,A,0,rBCCOx,2660651,1095590,41
rBCRAx,Baja California Ratsnake,Bogertophis rosaliae,63736.0,Baja California Rat Snake,Bogertophis rosaliae,Native,LC,stable,0,29,40.6614420518116,0,1,1,1,B,TR,1,rBCRAx,1393530,749529,54
rBHLIx,Blainville's Horned Lizard,Phrynosoma blainvillii,64073.0,Blainville Horned Lizard,Phrynosoma coronatum,Native,LC,decreasing,1,1846,51.07610466104172,0,1,0,1,G,DD,1,rBHLIx,90908290,11529534,13
rBHSKx,Broad-headed Skink,Plestiodon laticeps,64231.0,Broad-headed Skink,Plestiodon laticeps,Native,LC,stable,0,20233,36.2941861889862,0,0,0,0,A,A,0,rBHSKx,747272178,41458907,6
rBKMTx,Black-knobbed Map Turtle,Graptemys nigrinoda,9502.0,Black-knobbed Sawback,Graptemys nigrinoda,Native,LC,stable,0,720,0.4843486329136301,1,1,1,1,E,TR,1,rBKMTx,434136,20993,5
rBLSSx,Black Swampsnake,Seminatrix pygaea,63916.0,Black Swamp Snake,Liodytes pygaea,Native,LC,stable,0,2720,23.109791986363863,0,0,0,0,A,A,0,rBLSSx,87494088,14706092,17
rBMTUx,Barbour's Map Turtle,Graptemys barbouri,9496.0,Barbour's Map Turtle,Graptemys barbouri,Native,VU,decreasing,1,732,1.0044623526262602,1,1,1,1,H,DD,1,rBMTUx,686924,18953,3
rBNGAx,Black-necked Gartersnake,Thamnophis cyrtopsis,63975.0,Black-necked Gartersnake,Thamnophis cyrtopsis,Native,LC,stable,0,7516,73.22515132081632,0,0,0,0,A,A,0,rBNGAx,599347386,35793982,6
rBNLIx,Bezy's Night Lizard,Xantusia bezyi,64362.0,Bezy's Night Lizard,Xantusia bezyi,Native,LC,unknown,0,175,13.689523853448875,0,0,0,0,A,A,0,rBNLIx,2308593,329750,14
rBNLLx,Blunt-nosed Leopard Lizard,Gambelia sila,40690.0,Blunt-nosed Leopard Lizard,Gambelia sila,Native,EN,decreasing,1,307,30.502360837857946,0,1,0,1,G,DD,1,rBNLLx,9775451,640413,7
rBOTUx,Bog Turtle,Glyptemys muhlenbergii,4967.0,Bog Turtle,Glyptemys muhlenbergii,Native,CR,unknown,1,859,4.248378124487616,1,0,0,0,F,DD,1,rBOTUx,3534263,17683,1
rBRLIx,Banded Rock Lizard,Petrosaurus mearnsi,64067.0,Banded Rock Lizard,Petrosaurus mearnsi,Native,LC,stable,0,133,37.383020664990006,0,1,0,1,B,TR,1,rBRLIx,5059485,2950189,58
rBRVIx,Brown Vinesnake,Oxybelis aeneus,,,,Native,,,0,105,6.5252170512241685,1,1,1,1,E,TR,1,rBRVIx,503664,31181,6
rBRVWx,Brazos River Watersnake,Nerodia harteri,62238.0,Brazos River Watersnake,Nerodia harteri,Native,NT,stable,0,462,2.8812132405124014,1,1,1,1,E,TR,1,rBRVWx,1579284,11116,1
rBRWAx,Brown Watersnake,Nerodia taxispilota,63857.0,Brown Water Snake,Nerodia taxispilota,Native,LC,stable,0,5022,16.894859750999178,0,0,0,0,A,A,0,rBRWAx,108991530,17665336,16
rBTRAx,Black-tailed Rattlesnake,Crotalus molossus,64324.0,Black-tailed Rattlesnake,Crotalus molossus,Native,LC,stable,0,5225,72.98066455907254,0,0,0,0,A,A,0,rBTRAx,422996977,41471171,10
rBTURx,Blanding's Turtle,Emydoidea blandingii,7709.0,Blanding's Turtle,Emydoidea blandingii,Native,EN,decreasing,1,8688,5.49214127291451,1,0,0,0,F,DD,1,rBTURx,47454855,4572351,10
rBUGAx,Butler's Gartersnake,Thamnophis butleri,63972.0,Butler's Garter Snake,Thamnophis butleri,Native,LC,stable,0,2402,8.641264504207685,1,0,0,0,C,TR,1,rBUGAx,17862244,640490,4
rCAISx,Central American Indigo Snake,Drymarchon melanurus,63774.0,Western Indigo Snake,Drymarchon melanurus,Native,LC,stable,0,1055,60.07258668103673,0,0,0,0,A,A,0,rCAISx,76496737,824942,1
rCALIx,Canyon Lizard,Sceloporus merriami,64126.0,Canyon Lizard,Sceloporus merriami,Native,LC,stable,0,655,2.320706548385614,1,1,0,1,E,TR,1,rCALIx,2045240,46641,2
rCBHSx,Chihuahuan Black-headed Snake,Tantilla wilcoxi,63965.0,Chihuahuan Black-headed Snake,Tantilla wilcoxi,Native,LC,stable,0,251,20.89879667559121,0,1,0,1,B,TR,1,rCBHSx,4860509,788002,16
rCCHUx,Common Chuckwalla,Sauromalus ater,64054.0,Northern Chuckwalla,Sauromalus ater,Native,LC,stable,0,3488,58.65460492385889,0,1,0,1,B,TR,1,rCCHUx,234035371,80624111,34
rCCHWx,Colorado Checkered Whiptail,Aspidoscelis neotesselata,64279.0,Triploid Checkered Whiptail,Aspidoscelis neotesselata,Native,NT,decreasing,1,310,12.262973513803587,0,0,0,0,D,DD,1,rCCHWx,3683088,224945,6
rCCWHx,Common Checkered Whiptail,Aspidoscelis tesselata,64289.0,Diploid Checkered Whiptail,Aspidoscelis tesselata,Native,LC,stable,0,3820,66.22749006509271,0,0,0,0,A,A,0,rCCWHx,304620425,9542463,3
rCDFLx,Colorado Desert Fringe-toed Lizard,Uma notata,64163.0,Colorado Desert Fringe-toed Lizard,Uma notata,Native,NT,decreasing,1,203,34.43266824755566,0,1,0,1,G,DD,1,rCDFLx,8741967,1082144,12
rCESNx,Cat-eyed Snake,Leptodeira septentrionalis,197498.0,Northern Cat-eyed Snake,Leptodeira septentrionalis,Native,LC,stable,0,68,3.5081901012173544,1,1,1,1,E,TR,1,rCESNx,639170,76331,12
rCFLSx,Common Five-lined Skink,Plestiodon fasciatus,64227.0,Common Five-lined Skink,Plestiodon fasciatus,Native,LC,stable,0,29007,24.87725191313881,0,0,0,0,A,A,0,rCFLSx,731264028,36734356,5
rCFTLx,Coachella Fringe-toed Lizard,Uma inornata,22727.0,Coachella Valley Fringe-toed Lizard,Uma inornata,Native,EN,decreasing,1,66,22.70467494693064,0,1,0,1,G,DD,1,rCFTLx,1674122,509662,30
rCHGAx,Checkered Gartersnake,Thamnophis marcianus,198521.0,Checkered Garter Snake,Thamnophis marcianus,Native,LC,unknown,0,9609,6.9389457665347765,1,1,0,1,E,TR,1,rCHGAx,78141464,1473783,2
rCHNIx,Chihuahuan Nightsnake,Hypsiglena jani,63823.0,,Hypsiglena torquata,Native,LC,stable,0,10317,63.87182128232583,0,0,0,0,A,A,0,rCHNIx,773850191,25948417,3
rCHNSx,Chihuahuan Hook-nosed Snake,Gyalopion canum,63817.0,Chihuahuan Hook-nosed Snake,Gyalopion canum,Native,LC,stable,0,3489,39.61610386913219,0,0,0,0,A,A,0,rCHNSx,162576122,7570381,5
rCHTUx,Chicken Turtle,Deirochelys reticularia,,,,Native,,,0,9334,13.912404477150352,0,0,0,0,A,A,0,rCHTUx,145818679,10786329,7
rCKINx,Common Kingsnake,Lampropeltis getula,63828.0,Common Kingsnake,Lampropeltis getula,Native,LC,stable,0,39441,63.24002169135458,0,0,0,0,A,A,0,rCKINx,2741050397,184418080,7
rCLELx,Common Lesser Earless Lizard,Holbrookia maculata,64065.0,Lesser Earless Lizard,Holbrookia maculata,Native,LC,stable,0,13891,77.28031041844773,0,0,0,0,A,A,0,rCLELx,1232322464,32808950,3
rCLIZx,California Legless Lizard,Anniella pulchra,62227.0,Black Legless Lizard,Anniella pulchra,Native,LC,decreasing,1,1266,34.26332483812478,0,1,0,1,G,DD,1,rCLIZx,43118116,6944082,16
rCLLIx,Cope's Leopard Lizard,Gambelia copeii,64014.0,Long-nosed Leopard Lizard,Gambelia copeii,Native,LC,decreasing,1,46,14.140261586853194,0,1,1,1,G,DD,1,rCLLIx,502282,115166,23
rCLSLx,Clark's Spiny Lizard,Sceloporus clarkii,64095.0,Clark's Spiny Lizard,Sceloporus clarkii,Native,LC,stable,0,2122,64.82436942438736,0,0,0,0,A,A,0,rCLSLx,139675751,11295590,8
rCMKIx,California Mountain Kingsnake,Lampropeltis zonata,63834.0,California Mountain Kingsnake,Lampropeltis zonata,Native,LC,decreasing,1,2794,53.9377325087438,0,0,0,0,D,DD,1,rCMKIx,143754955,19010354,13
rCMTUx,Cagle's Map Turtle,Graptemys caglei,9497.0,Cagle's Map Turtle,Graptemys caglei,Native,EN,decreasing,1,222,14.16179503043122,0,0,0,0,D,DD,1,rCMTUx,3664834,40608,1
rCNIGx,Coast Nightsnake,Hypsiglena ochrorhyncha,63823.0,,Hypsiglena torquata,Native,LC,stable,0,2297,54.76813305686236,0,1,0,1,B,TR,1,rCNIGx,121947828,14604686,12
rCOACx,Coachwhip,Coluber flagellum,62235.0,San Joaquin Coachwhip,Masticophis flagellum,Native,LC,stable,0,28334,50.90271026904613,0,0,0,0,A,A,0,rCOACx,1652938683,135222255,8
rCOGAx,Common Gartersnake,Thamnophis sirtalis,62240.0,Common Gartersnake,Thamnophis sirtalis,Native,LC,stable,0,60933,43.253276412331466,0,0,0,0,A,A,0,rCOGAx,2691493467,123829478,5
rCOPPx,Copperhead,Agkistrodon contortrix,64297.0,Northern Copperhead,Agkistrodon contortrix,Native,LC,stable,0,25978,43.492637495231826,0,0,0,0,A,A,0,rCOPPx,1150832165,60292182,5
rCOSKx,Coal Skink,Plestiodon anthracinus,64220.0,Coal Skink,Plestiodon anthracinus,Native,LC,stable,0,8316,5.152337345031015,1,0,0,0,C,TR,1,rCOSKx,44689687,2811586,6
rCOSLx,Common Sagebrush Lizard,Sceloporus graciosus,64106.0,Common Sagebrush Lizard,Sceloporus graciosus,Native,LC,stable,0,19112,73.95215465990907,0,0,0,0,A,A,0,rCOSLx,1562348926,158912965,10
rCOTTx,Cottonmouth,Agkistrodon piscivorus,64298.0,Cottonmouth,Agkistrodon piscivorus,Native,LC,stable,0,15434,11.7254855200927,0,0,0,0,A,A,0,rCOTTx,217854463,25383032,12
rCOWAx,Concho Watersnake,Nerodia paucimaculata,14631.0,Concho Water Snake,Nerodia paucimaculata,Native,NT,stable,0,291,6.032640777467947,1,1,0,1,E,TR,1,rCOWAx,2137743,5374,0
rCROCx,American Crocodile,Crocodylus acutus,5659.0,American Crocodile,Crocodylus acutus,Native,VU,increasing,1,92,19.840084411494644,0,1,0,1,G,DD,1,rCROCx,13113415,6281414,48
rCRSLx,Crevice Spiny Lizard,Sceloporus poinsettii,64138.0,Crevice Spiny Lizard,Sceloporus poinsettii,Native,LC,stable,0,3018,77.75609677589587,0,0,0,0,A,A,0,rCRSLx,284199343,15670033,6
rCSBLx,Common Side-blotched Lizard,Uta stansburiana,64180.0,Common Side-blotched Lizard,Uta stansburiana,Native,LC,stable,0,18140,68.82730000286337,0,0,0,0,A,A,0,rCSBLx,1422323196,185846193,13
rCSPWx,Common Spotted Whiptail,Aspidoscelis gularis,64267.0,Eastern Spotted Whiptail,Aspidoscelis gularis,Native,LC,stable,0,5897,58.70354600536202,0,0,0,0,A,A,0,rCSPWx,420074074,5315475,1
rCSWHx,Canyon Spotted Whiptail,Aspidoscelis burti,64251.0,Canyon Spotted Whiptail,Aspidoscelis burti,Native,LC,stable,0,622,9.122153106570252,1,1,0,1,E,TR,1,rCSWHx,6083232,552544,9
rCWHIx,Chihuahuan Spotted Whiptail,Aspidoscelis exsanguis,64264.0,Chihuahuan Spotted Whiptail,Aspidoscelis exsanguis,Native,LC,stable,0,3132,68.98881441758722,0,0,0,0,A,A,0,rCWHIx,248087456,12755709,5
rDBTEx,Diamond-backed Terrapin,Malaclemys terrapin,12695.0,Diamondback Terrapin,Malaclemys terrapin,Native,VU,decreasing,1,1706,36.63692293614779,0,0,0,0,D,DD,1,rDBTEx,137548175,17700617,13
rDBWAx,Diamond-backed Watersnake,Nerodia rhombifer,63856.0,Diamond-backed Watersnake,Nerodia rhombifer,Native,LC,stable,0,13329,14.200522653874511,0,0,0,0,A,A,0,rDBWAx,216434700,11991633,6
rDEBRx,Dekay's Brownsnake,Storeria dekayi,63928.0,Brown Snake,Storeria dekayi,Native,LC,stable,0,35930,90.49678313287718,0,0,0,0,A,A,0,rDEBRx,3316298446,113150758,3
rDEIGx,Desert Iguana,Dipsosaurus dorsalis,64053.0,Common Desert Iguana,Dipsosaurus dorsalis,Native,LC,stable,0,2855,59.52260142340779,0,1,0,1,B,TR,1,rDEIGx,194587949,55075624,28
rDENIx,Desert Nightsnake,Hypsiglena chlorophaea,63823.0,,Hypsiglena torquata,Native,LC,stable,0,11542,76.33727572515535,0,0,0,0,A,A,0,rDENIx,993093300,177747668,18
rDETOx,Desert Tortoise,Gopherus agassizii,9400.0,Mojave Desert Tortoise,Gopherus agassizii,Native,VU,,1,2875,64.36956319352839,0,1,0,1,G,DD,1,rDETOx,210825456,58738076,28
rDGWHx,Desert Grassland Whiptail,Aspidoscelis uniparens,64291.0,Desert Grassland Whiptail,Aspidoscelis uniparens,Native,LC,stable,0,2196,29.416812769065398,0,0,0,0,A,A,0,rDGWHx,67686291,5753821,9
rDHLIx,Desert Horned Lizard,Phrynosoma platyrhinos,64080.0,Desert Horned Lizard,Phrynosoma platyrhinos,Native,LC,stable,0,8388,60.3263794884359,0,0,0,0,A,A,0,rDHLIx,607430039,126286182,21
rDHNSx,Dusty Hog-nosed Snake,Heterodon gloydi,63819.0,Western Hog-nosed Snake,Heterodon nasicus,Native,LC,stable,0,982,43.88455098543308,0,0,0,0,A,A,0,rDHNSx,52822062,449955,1
rDNLIx,Desert Night Lizard,Xantusia vigilis,64368.0,Desert Night Lizard,Xantusia vigilis,Native,LC,stable,0,3134,61.947409000043535,0,0,0,0,A,A,0,rDNLIx,214616623,76983539,36
rDSALx,Dunes Sagebrush Lizard,Sceloporus arenicolus,64087.0,Dunes Sagebrush Lizard,Sceloporus arenicolus,Native,VU,decreasing,1,452,9.124738097709052,1,1,0,1,H,DD,1,rDSALx,5135875,191696,4
rDSLIx,Desert Spiny Lizard,Sceloporus magister,64123.0,Desert Spiny Lizard,Sceloporus magister,Native,LC,stable,0,7621,64.126531742125,0,0,0,0,A,A,0,rDSLIx,562648551,107407797,19
rEAFOx,Eastern Foxsnake,Pantherophis gloydi,63862.0,Eastern Fox Snake,Pantherophis gloydi,Native,NT,decreasing,1,405,24.300935242781282,0,1,0,1,G,DD,1,rEAFOx,9673160,97681,1
rEARAx,Eastern Ratsnake,Pantherophis alleghaniensis,63864.0,Western Ratsnake,Pantherophis obsoletus,Native,LC,stable,0,8262,68.3253465495431,0,0,0,0,A,A,0,rEARAx,569907357,24043447,4
rEARIx,Eastern Ribbonsnake,Thamnophis sauritus,63991.0,Eastern Ribbon Snake,Thamnophis sauritus,Native,LC,stable,0,18737,18.281955753507635,0,0,0,0,A,A,0,rEARIx,353288149,23090136,7
rEBTUx,Eastern Box Turtle,Terrapene carolina,21641.0,Eastern Box Turtle,Terrapene carolina,Native,VU,decreasing,1,27830,37.90249673590206,0,0,0,0,D,DD,1,rEBTUx,1062403976,26428846,2
rECLIx,Eastern Collared Lizard,Crotaphytus collaris,64007.0,Eastern Collared Lizard,Crotaphytus collaris,Native,LC,stable,0,16509,56.71150694326373,0,0,0,0,A,A,0,rECLIx,1041613797,59274065,6
rEDBRx,Eastern Diamond-backed Rattlesnake,Crotalus adamanteus,64308.0,Eastern Diamond-backed Rattlesnake,Crotalus adamanteus,Native,LC,decreasing,1,3746,35.53337672497789,0,0,0,0,D,DD,1,rEDBRx,147062087,6501915,4
rEELIx,Elegant Earless Lizard,Holbrookia elegans,64063.0,Elegant Earless Lizard,Holbrookia elegans,Native,LC,stable,0,416,47.840154280160505,0,0,0,0,A,A,0,rEELIx,21300593,1071703,5
rEFLIx,Eastern Fence Lizard,Sceloporus undulatus,64156.0,Eastern Fence Lizard,Sceloporus undulatus,Native,LC,stable,0,33627,57.711159782404145,0,0,0,0,A,A,0,rEFLIx,2105950247,80525562,4
rEGLIx,Eastern Glass Lizard,Ophisaurus ventralis,63721.0,Eastern Glass Lizard,Ophisaurus ventralis,Native,LC,stable,0,5640,9.700520892591518,1,0,0,0,C,TR,1,rEGLIx,63473824,3870173,6
rEHNSx,Eastern Hog-nosed Snake,Heterodon platirhinos,63820.0,Eastern Hog-nosed Snake,Heterodon platirhinos,Native,LC,stable,0,35205,32.49284357242675,0,0,0,0,A,A,0,rEHNSx,1188744679,30858112,3
rEISNx,Eastern Indigo Snake,Drymarchon couperi,63773.0,Eastern Indigo Snake,Drymarchon couperi,Native,LC,decreasing,1,2056,19.11358752209146,0,0,0,0,D,DD,1,rEISNx,48749970,4518278,9
rEMDTx,Eastern Mud Turtle,Kinosternon subrubrum,163435.0,Eastern Mud Turtle,Kinosternon subrubrum,Native,LC,unknown,0,16786,10.583409508925326,0,0,0,0,A,A,0,rEMDTx,210629686,23308806,11
rEMSTx,Eastern Musk Turtle,Sternotherus odoratus,163450.0,Eastern Musk Turtle,Sternotherus odoratus,Native,LC,stable,0,28647,7.762036672890228,1,0,0,0,C,TR,1,rEMSTx,244134376,24282056,10
rEMTUx,Escambia Map Turtle,Graptemys ernsti,9500.0,Escambia Map Turtle,Graptemys ernsti,Native,NT,decreasing,1,248,3.3822421542012906,1,1,1,1,H,DD,1,rEMTUx,962189,1927,0
rEPNSx,Eastern Patch-nosed Snake,Salvadora grahamiae,63911.0,Eastern Patch-nosed Snake,Salvadora grahamiae,Native,LC,stable,0,5495,56.91364336083002,0,0,0,0,A,A,0,rEPNSx,360546618,15952924,4
rEWSNx,Eastern Wormsnake,Carphophis amoenus,63738.0,Eastern Worm Snake,Carphophis amoenus,Native,LC,stable,0,13794,52.51996804533884,0,0,0,0,A,A,0,rEWSNx,714963518,26199698,4
rFCSNx,Florida Crowned Snake,Tantilla relicta,63956.0,Florida Crowned Snake,Tantilla relicta,Native,LC,stable,0,724,13.61363222445168,0,1,0,1,B,TR,1,rFCSNx,12794804,1473097,12
rFGWAx,Florida Green Watersnake,Nerodia floridana,63855.0,Florida Green Water Snake,Nerodia floridana,Native,LC,stable,0,1897,30.5600553241277,0,1,0,1,B,TR,1,rFGWAx,70787930,5442925,8
rFHSNx,Flat-headed Snake,Tantilla gracilis,63946.0,Flathead Snake,Tantilla gracilis,Native,LC,decreasing,1,9193,63.602787904164686,0,0,0,0,D,DD,1,rFHSNx,663306846,22552952,3
rFLBRx,Florida Brownsnake,Storeria victa,63928.0,Brownsnake,Storeria dekayi,Native,LC,stable,0,1065,76.3612427204413,0,1,0,1,B,TR,1,rFLBRx,116359516,10595410,9
rFLMTx,Flattened Musk Turtle,Sternotherus depressus,20824.0,Flattened Musk Turtle,Sternotherus depressus,Native,CR,decreasing,1,176,3.2617509279829378,1,1,1,1,H,DD,1,rFLMTx,728081,2007,0
rFLSKx,Four-lined Skink,Plestiodon tetragrammus,64241.0,Four-lined Skink,Plestiodon tetragrammus,Native,LC,stable,0,272,56.51190058750424,0,0,0,0,A,A,0,rFLSKx,17231288,1908473,11
rFLSOx,Florida Softshell,Apalone ferox,165597.0,Florida Softshell Turtle,Apalone ferox,Native,LC,unknown,0,2209,0.859883112021922,1,0,0,0,C,TR,1,rFLSOx,2368982,90557,4
rFLWOx,Florida Wormlizard,Rhineura floridana,64219.0,Florida Worm Lizard,Rhineura floridana,Native,LC,stable,0,879,12.415459866588195,0,1,0,1,B,TR,1,rFLWOx,13190830,866903,7
rFMTUx,False Map Turtle,Graptemys pseudogeographica,165600.0,Mississippi Map Turtle,Graptemys pseudogeographica,Native,LC,unknown,0,16628,0.9865303475421152,1,0,0,0,C,TR,1,rFMTUx,17505144,1671006,10
rFRBCx,Florida Red-bellied Cooter,Pseudemys nelsoni,170495.0,Florida Red-bellied Cooter,Pseudemys nelsoni,Native,LC,stable,0,1032,11.337331963833073,0,0,0,0,A,A,0,rFRBCx,20498623,5338929,26
rFSLIx,Florida Scrub Lizard,Sceloporus woodi,64160.0,Florida Scrub Lizard,Sceloporus woodi,Native,NT,decreasing,1,493,5.491170424207839,1,1,0,1,H,DD,1,rFSLIx,3604473,495769,14
rFSSKx,Florida Sand Skink,Plestiodon reynoldsi,14564.0,Florida Sand Skink,Plestiodon reynoldsi,Native,VU,decreasing,1,372,9.238397427948827,1,1,0,1,H,DD,1,rFSSKx,4313299,428149,10
rFTHLx,Flat-tailed Horned Lizard,Phrynosoma mcallii,64077.0,Flat-tailed Horned Lizard,Phrynosoma mcallii,Native,NT,decreasing,1,252,50.056512166240566,0,1,0,1,G,DD,1,rFTHLx,16540918,3607503,22
rGBCLx,Great Basin Collared Lizard,Crotaphytus bicinctores,64006.0,Great Basin Collared Lizard,Crotaphytus bicinctores,Native,LC,stable,0,6728,56.63743043197169,0,0,0,0,A,A,0,rGBCLx,454245203,101459310,22
rGBKIx,Gray-banded Kingsnake,Lampropeltis alterna,63825.0,Gray-banded Kingsnake,Lampropeltis alterna,Native,LC,stable,0,920,77.38818359894725,0,1,0,1,B,TR,1,rGBKIx,89564839,4888457,5
rGCRSx,Glossy Crayfish Snake,Regina rigida,63886.0,Crayfish Snake,Liodytes rigida,Native,LC,stable,0,6923,14.663229539531901,0,0,0,0,A,A,0,rGCRSx,118039391,11833794,10
rGCSNx,Graham's Crayfish Snake,Regina grahamii,63885.0,Graham's Crayfish Snake,Regina grahamii,Native,LC,unknown,0,10642,5.2072529913523615,1,0,0,0,C,TR,1,rGCSNx,64513002,6405221,10
rGCWHx,Gray Checkered Whiptail,Aspidoscelis dixoni,64262.0,Gray-checkered Whiptail,Aspidoscelis dixoni,Native,NT,stable,0,111,25.501774174228128,0,0,0,0,A,A,0,rGCWHx,3573709,65014,2
rGELIx,Greater Earless Lizard,Cophosaurus texanus,64062.0,Greater Earless Lizard,Cophosaurus texanus,Native,LC,stable,0,6841,59.00669210906678,0,0,0,0,A,A,0,rGELIx,470198855,16759598,4
rGHLIx,Goode's Horned Lizard,Phrynosoma goodei,64080.0,Desert Horned Lizard,Phrynosoma platyrhinos,Native,LC,stable,0,387,71.45814954902865,0,1,0,1,B,TR,1,rGHLIx,35590617,6593092,19
rGIGAx,Giant Gartersnake,Thamnophis gigas,21706.0,Giant Garter Snake,Thamnophis gigas,Native,VU,decreasing,1,460,20.88974959279005,0,1,0,1,G,DD,1,rGIGAx,11878667,887144,7
rGIMOx,Gila Monster,Heloderma suspectum,9865.0,Gila Monster,Heloderma suspectum,Native,NT,decreasing,1,2733,71.30485044665222,0,0,0,0,D,DD,1,rGIMOx,209753399,40571584,19
rGISKx,Gilbert's Skink,Plestiodon gilberti,64228.0,Gilbert's Skink,Plestiodon gilberti,Native,LC,stable,0,3455,34.21959658458896,0,0,0,0,A,A,0,rGISKx,123459996,26915193,22
rGLSNx,Glossy Snake,Arizona elegans,63734.0,Glossy Snake,Arizona elegans,Native,LC,stable,0,13341,55.546047415227505,0,0,0,0,A,A,0,rGLSNx,869648282,80058360,9
rGLSWx,Gila Spotted Whiptail,Aspidoscelis flagellicauda,64265.0,Gila Spotted Whiptail,Aspidoscelis flagellicauda,Native,LC,stable,0,1703,34.07279121618091,0,0,0,0,A,A,0,rGLSWx,58206509,5272600,9
rGNLIx,Granite Night Lizard,Xantusia henshawi,64366.0,Henshaw's Night Lizard,Xantusia henshawi,Native,LC,stable,0,237,31.265586118030022,0,0,0,0,A,A,0,rGNLIx,7394162,2362835,32
rGNRAx,Green Ratsnake,Senticolis triaspis,190631.0,Green Rat Snake,Senticolis triaspis,Native,LC,stable,0,475,20.26187448988745,0,1,0,1,B,TR,1,rGNRAx,10050559,704065,7
rGNSLx,Granite Spiny Lizard,Sceloporus orcutti,64134.0,Granite Spiny Lizard,Sceloporus orcutti,Native,LC,stable,0,248,22.292740518638727,0,1,0,1,B,TR,1,rGNSLx,5591632,1678625,30
rGOPHx,Gophersnake,Pituophis catenifer,63869.0,Gopher Snake,Pituophis catenifer,Native,LC,stable,0,47178,88.73605233559574,0,0,0,0,A,A,0,rGOPHx,4617109513,291661862,6
rGOTOx,Gopher Tortoise,Gopherus polyphemus,9403.0,Gopher Tortoise,Gopherus polyphemus,Native,VU,,1,3155,47.936282200987435,0,0,0,0,D,DD,1,rGOTOx,167265721,6484028,4
rGPRAx,Great Plains Ratsnake,Pantherophis emoryi,63861.0,Great Plains Rat Snake,Pantherophis emoryi,Native,LC,stable,0,14195,32.762729487240236,0,0,0,0,A,A,0,rGPRAx,513336808,23477036,5
rGPSKx,Great Plains Skink,Plestiodon obsoletus,64235.0,Great Plains Skink,Plestiodon obsoletus,Native,LC,stable,0,13786,44.771410091034184,0,0,0,0,A,A,0,rGPSKx,720546776,28193668,4
rGPSLx,Graphic Spiny Lizard,Sceloporus grammicus,64107.0,Graphic Spiny Lizard,Sceloporus grammicus,Native,LC,stable,0,175,46.873226958122,0,0,0,0,A,A,0,rGPSLx,14421266,165830,1
rGRANx,Green Anole,Anolis carolinensis,64188.0,Green Anole,Anolis carolinensis,Native,LC,stable,0,12978,48.74517606275176,0,0,0,0,A,A,0,rGRANx,700492867,30813130,4
rGRRAx,Gray Ratsnake,Pantherophis spiloides,63864.0,Western Ratsnake,Pantherophis obsoletus,Native,LC,stable,0,18017,57.04629935660725,0,0,0,0,A,A,0,rGRRAx,996795106,42276650,4
rGSHLx,Greater Short-horned Lizard,Phrynosoma hernandesi,64076.0,Greater Short-horned Lizard,Phrynosoma hernandesi,Native,LC,stable,0,18513,69.08611059934293,0,0,0,0,A,A,0,rGSHLx,1366492353,106841018,8
rGSTUx,Green Sea Turtle,Chelonia mydas,4615.0,Green Turtle,Chelonia mydas,Native,EN,decreasing,1,1115,37.121711808476746,0,0,0,0,D,DD,1,rGSTUx,135031784,8785908,7
rHACOx,Harlequin Coralsnake,Micrurus fulvius,64025.0,Eastern Coral Snake,Micrurus fulvius,Native,LC,stable,0,4078,26.284818074600572,0,0,0,0,A,A,0,rHACOx,117283119,5701974,5
