strUC,strSciName,strComName,iucnID,iucnSci,iucnCom,iucnCat,iucnTnd
rRNRAx,Crotalus willardi,Ridge-nosed Rattlesnake,62253,Crotalus willardi,New Mexican Ridge-nosed Rattlesnake,LC,stable
rRNSNx,Diadophis punctatus,Ring-necked Snake,63769,Diadophis punctatus,Ring-necked Snake,LC,stable
rROBOx,Lichanura trivirgata,Rosy Boa,63726,Lichanura trivirgata,Rosy Boa,LC,stable
rROEAx,Virginia striatula,Rough Earthsnake,64002,Haldea striatula,Rough Earth Snake,LC,stable
rROGRx,Opheodrys aestivus,Rough Greensnake,63859,Opheodrys aestivus,Rough Green Snake,LC,stable
rRRATx,Crotalus lepidus,Rock Rattlesnake,64321,Crotalus lepidus,Rock Rattlesnake,LC,stable
rRRCSx,Tantilla oolitica,Rim Rock Crowned Snake,63954,Tantilla oolitica,Rim Rock Crowned Snake,EN,decreasing
rRTHLx,Phrynosoma modestum,Round-tailed Horned Lizard,64078,Phrynosoma modestum,Round-tailed Horned Lizard,LC,stable
rSALSx,Phyllorhynchus browni,Saddled Leaf-nosed Snake,63867,Phyllorhynchus browni,,LC,stable
rSANLx,Xantusia gracilis,Sandstone Night Lizard,64365,Xantusia gracilis,Sandstone Night Lizard,VU,unknown
rSAWAx,Nerodia clarkii,Saltmarsh Watersnake,63852,Nerodia clarkii,Atlantic Saltmarsh Snake,LC,decreasing
rSBGEx,Coleonyx switaki,Switak's Banded Gecko,64038,Coleonyx switaki,Barefoot Banded Gecko,LC,unknown
rSBHSx,Tantilla hobartsmithi,Smith's Black-headed Snake,63947,Tantilla hobartsmithi,Southwestern Blackhead Snake,LC,stable
rSBLIx,Sceloporus slevini,Slevin's Bunchgrass Lizard,64145,Sceloporus slevini,,LC,decreasing
rSCARx,Cemophora coccinea,Scarletsnake,63740,Cemophora coccinea,Scarlet Snake,LC,stable
rSCLIx,Crotaphytus nebrius,Sonoran Collared Lizard,64011,Crotaphytus nebrius,Sonoran Collared Lizard,LC,stable
rSCSNx,Regina alleni,Striped Crayfish Snake,63884,Liodytes alleni,Striped Crayfish Snake,LC,stable
rSCWHx,Coluber schotti,Schott's Whipsnake,63848,Masticophis schotti,Schott's Whipsnake,LC,stable
rSESNx,Tantilla coronata,Southeastern Crowned Snake,63941,Tantilla coronata,Southeastern Crowned Snake,LC,stable
rSFLSx,Plestiodon inexpectatus,Southeastern Five-lined Skink,64229,Plestiodon inexpectatus,Southeastern Five-lined Skink,LC,stable
rSGLIx,Ophisaurus attenuatus,Slender Glass Lizard,63716,Ophisaurus attenuatus,Slender Glass Lizard,LC,stable
rSHGAx,Thamnophis brachystoma,Short-headed Gartersnake,63971,Thamnophis brachystoma,Short-headed Gartersnake,LC,stable
rSHNSx,Heterodon simus,Southern Hog-nosed Snake,63821,Heterodon simus,Southern Hog-nosed Snake,VU,decreasing
rSIDEx,Crotalus cerastes,Sidewinder,64315,Crotalus cerastes,Sidewinder,LC,stable
rSIGAx,Thamnophis couchii,Sierra Gartersnake,63974,Thamnophis couchii,Western Aquatic Garter Snake,LC,stable
rSLCOx,Pantherophis slowinskii,Slowinski's Cornsnake,63865,Pantherophis slowinskii,Slowinski's Cornsnake,DD,unknown
rSLRAx,Aspidoscelis sexlineata,Six-lined Racerunner,64287,Aspidoscelis sexlineata,Six-lined Racerunner,LC,stable
rSMEAx,Virginia valeriae,Smooth Earthsnake,64003,Virginia valeriae,Smooth Earth Snake,LC,stable
rSMGRx,Opheodrys vernalis,Smooth Greensnake,63842,Opheodrys vernalis,Smooth Green Snake,LC,stable
rSMKIx,Lampropeltis pyromelana,Sonoran Mountain Kingsnake,63831,Lampropeltis pyromelana,Sonoran Mountain Kingsnake,LC,stable
rSMSOx,Apalone mutica,Smooth Softshell,165596,Apalone mutica,Smooth Softshell Turtle,LC,unknown
rSNTUx,Chelydra serpentina,Snapping Turtle,163424,Chelydra serpentina,Snapping Turtle,LC,stable
rSOALx,Elgaria multicarinata,Southern Alligator Lizard,63703,Elgaria multicarinata,Southern Alligator Lizard,LC,decreasing
rSOCOx,Micruroides euryxanthus,Sonoran Coralsnake,64017,Micruroides euryxanthus,Western Coral Snake,LC,stable
rSOMTx,Kinosternon sonoriense,Sonoran Mud Turtle,11011,Kinosternon sonoriense,Sonoyta Mud Turtle,NT,unknown
rSOPTx,Chrysemys dorsalis,Southern Painted Turtle,163467,Chrysemys picta,Painted Turtle,LC,stable
rSOWAx,Nerodia fasciata,Southern Watersnake,62237,Nerodia fasciata,Southern Water Snake,LC,stable
rSOWHx,Coluber bilineatus,Sonoran Whipsnake,63847,Masticophis bilineatus,Sonoran Whipsnake,LC,stable
rSPLIx,Sceloporus virgatus,Striped Plateau Lizard,64159,Sceloporus virgatus,Striped Plateau Lizard,LC,stable
rSPLSx,Phyllorhynchus decurtatus,Spotted Leaf-nosed Snake,63868,Phyllorhynchus decurtatus,Spotted Leaf-nosed Snake,LC,stable
rSPSNx,Contia tenuis,Sharp-tailed Snake,63766,Contia tenuis,Sharp-tailed Snake,LC,stable
rSPSOx,Apalone spinifera,Spiny Softshell,163451,Apalone spinifera,Spiny Softshell Turtle,LC,stable
rSPTUx,Clemmys guttata,Spotted Turtle,4968,Clemmys guttata,Spotted Turtle,EN,decreasing
rSRATx,Crotalus mitchellii,Speckled Rattlesnake,64323,Crotalus mitchellii,Speckled Rattlesnake,LC,stable
rSRBOx,Charina umbratica,Southern Rubber Boa,62228,Charina bottae,Rubber Boa,LC,stable
rSSNSx,Chionactis palarostris,Sonoran Shovel-nosed Snake,63746,Chionactis palarostris,Sonoran Shovel-nosed Snake,LC,unknown
rSSWHx,Aspidoscelis sonorae,Sonoran Spotted Whiptail,64288,Aspidoscelis sonorae,Sonoran Spotted Whiptail,LC,stable
rSTELx,Holbrookia lacerata,Spot-tailed Earless Lizard,64064,Holbrookia lacerata,Spot-tailed Earless Lizard,NT,decreasing
rSTMTx,Kinosternon baurii,Striped Mud Turtle,163429,Kinosternon baurii,Striped Mud Turtle,LC,unknown
rSTRAx,Coluber lateralis,Striped Racer,62236,Masticophis lateralis,Almeda Striped Racer,LC,stable
rSTSNx,Lampropeltis extenuata,Short-tailed Snake,63927,Lampropeltis extenuata,Short-tailed Snake,NT,decreasing
rSTWHx,Coluber taeniatus,Striped Whipsnake,63850,Masticophis taeniatus,Striped Whipsnake,LC,stable
rSUCOx,Pseudemys suwanniensis,Suwannee Cooter,163444,Pseudemys concinna,River Cooter,LC,unknown
rTALIx,Gerrhonotus infernalis,Texas Alligator Lizard,63707,Gerrhonotus infernalis,Texas Alligator Lizard,LC,stable
rTBHSx,Tantilla cucullata,Trans-pecos Black-Headed Snake,63942,Tantilla cucullata,Trans-pecos Black-headed Snake,LC,stable
rTEGAx,Thamnophis elegans,Terrestrial Gartersnake,63976,Thamnophis elegans,Western Terrestrial Garter Snake,LC,stable
rTERAx,Pantherophis obsoletus,Texas Ratsnake,63864,Pantherophis obsoletus,Western Ratsnake,LC,stable
rTHLIx,Phrynosoma cornutum,Texas Horned Lizard,64072,Phrynosoma cornutum,Texas Horned Lizard,LC,stable
rTHNSx,Ficimia streckeri,Tamaulipan Hook-nosed Snake,63784,Ficimia streckeri,Tamaulipan Hook-nosed Snake,LC,stable
rTIRAx,Crotalus horridus,Timber Rattlesnake,64318,Crotalus horridus,Timber Rattlesnake,LC,decreasing
rTIWHx,Aspidoscelis tigris,Tiger Whiptail,64290,Aspidoscelis tigris,Western Whiptail,LC,stable
rTMTUx,Graptemys versa,Texas Map Turtle,9503,Graptemys versa,Texas Map Turtle,LC,stable
rTPRAx,Bogertophis subocularis,Trans-pecos Ratsnake,63737,Bogertophis subocularis,Trans-pecos Rat Snake,LC,decreasing
rTRATx,Crotalus tigris,Tiger Rattlesnake,64335,Crotalus tigris,Tiger Rattlesnake,LC,stable
rTSGAx,Thamnophis hammondii,Two-striped Gartersnake,21707,Thamnophis hammondii,Two-striped Gartersnake,LC,decreasing
rTSLIx,Sceloporus olivaceus,Texas Spiny Lizard,64133,Sceloporus olivaceus,Texas Spiny Lizard,LC,stable
rTSRAx,Crotalus pricei,Twin-spotted Rattlesnake,64328,Crotalus pricei,Twin-spotted Rattlesnake,LC,stable
rTSSNx,Gyalopion quadrangulare,Thornscrub Hook-nosed Snake,63818,Gyalopion quadrangulare,Thornscrub Hook-nosed Snake,LC,stable
rTXBGx,Coleonyx brevis,Texas Banded Gecko,64034,Coleonyx brevis,Texas Banded Gecko,LC,stable
rTXCOx,Pseudemys texana,Texas Cooter,170497,Pseudemys texana,Texas Cooter,LC,unknown
rTXCSx,Micrurus tener,Texas Coralsnake,64033,Micrurus tener,Texas Coral Snake,LC,stable
rTXLYx,Trimorphodon vilkinsonii,Texas Lyresnake,63997,Trimorphodon vilkinsonii,Chihuahuan Lyre Snake,LC,stable
rTXTHx,Leptotyphlops dulcis,Texas Threadsnake,64057,Rena dulcis,Texas Threadsnake,LC,unknown
rTXTOx,Gopherus berlandieri,Texas Tortoise,9401,Gopherus berlandieri,Berlandier's Tortoise,LR/lc,
rVASAx,Chilomeniscus stramineus,Variable Sandsnake,63744,Chilomeniscus stramineus,Variable Sandsnake,LC,stable
rWBGEx,Coleonyx variegatus,Western Banded Gecko,64039,Coleonyx variegatus,Western Banded Gecko,LC,stable
rWBHSx,Tantilla planiceps,Western Black-headed Snake,63955,Tantilla planiceps,Western Black-headed Snake,LC,stable
rWDBRx,Crotalus atrox,Western Diamond-backed Rattlesnake,64311,Crotalus atrox,Western Diamond-backed Rattlesnake,LC,stable
rWELYx,Trimorphodon biscutatus,Western Lyresnake,63997,Trimorphodon vilkinsonii,Chihuahuan Lyre Snake,LC,stable
rWERAx,Crotalus oreganus,Western Rattlesnake,64326,Crotalus oreganus,Western Rattlesnake,LC,stable
rWERIx,Thamnophis proximus,Western Ribbonsnake,198522,Thamnophis proximus,Western Ribbon Snake,LC,stable
rWESKx,Plestiodon skiltonianus,Western Skink,64240,Plestiodon skiltonianus,Western Skink,LC,stable
rWETHx,Leptotyphlops humilis,Western Threadsnake,64058,Rena humilis,Western Slender Blindsnake,LC,stable
rWEWOx,Carphophis vermis,Western Wormsnake,63739,Carphophis vermis,,LC,stable
rWFLIx,Sceloporus occidentalis,Western Fence Lizard,64131,Sceloporus occidentalis,Western Fence Lizard,LC,stable
rWGROx,Sonora semiannulata,Western Groundsnake,63925,Sonora semiannulata,Ground Snake,LC,stable
rWOTUx,Glyptemys insculpta,Wood Turtle,4965,Glyptemys insculpta,Wood Turtle,EN,decreasing
rWPNSx,Salvadora hexalepis,Western Patch-nosed Snake,63912,Salvadora hexalepis,Western Patch-nosed Snake,LC,stable
rWPTUx,Actinemys marmorata,Western Pond Turtle,4969,Actinemys marmorata,Western Pond Turtle,VU,
rWSNSx,Chionactis occipitalis,Western Shovel-nosed Snake,63745,Chionactis occipitalis,Western Shovel-nosed Snake,LC,stable
rYBHSx,Tantilla yaquia,Yaqui Black-headed Snake,63966,Tantilla yaquia,Yaqui Black-headed Snake,LC,stable
rYBKIx,Lampropeltis calligaster,Yellow-bellied Kingsnake,63826,Lampropeltis calligaster,Yellow-bellied Kingsnake,LC,stable
rYBMTx,Graptemys flavimaculata,Yellow-blotched Map Turtle,9498,Graptemys flavimaculata,Yellow Blotched Sawback,VU,decreasing
rYFTLx,Uma rufopunctata,Yuman Fringe-toed Lizard,64165,Uma rufopunctata,Yuman Desert Fringe-toed Lizard,NT,decreasing
rYMTUx,Kinosternon flavescens,Yellow Mud Turtle,163421,Kinosternon flavescens,Yellow Mud Turtle,LC,unknown
rYSLIx,Sceloporus jarrovii,Yarrow's Spiny Lizard,64116,Sceloporus jarrovii,Mountain Spiny Lizard,LC,stable
rZTLIx,Callisaurus draconoides,Zebra-tailed Lizard,64061,Callisaurus draconoides,Zebra-tailed Lizard,LC,stable
